순번,국토부 코드,정산 코드,정류장 코드,정류장명,행정구역코드,시도명,시군구명,읍면동명,유개승강장,버스안내단말기 설치유무,와이좌표,엑스좌표
282,183002408,8001519,12570,동명초등학교,3011012100,대전광역시,동구,추동,X,X,36.37296,127.475468
283,183002407,8001518,12580,동명초등학교,3011012100,대전광역시,동구,추동,X,X,36.373413,127.475435
284,183002405,8001521,12590,동명초등학교,3011012100,대전광역시,동구,추동,O,O,36.373189,127.47516
285,183002410,8002715,12600,추동취수장,3011012100,대전광역시,동구,추동,O,O,36.370748,127.475748
286,183002411,8002716,12610,추동취수장,3011012100,대전광역시,동구,추동,X,X,36.370683,127.475845
287,183002414,8001594,12620,마산B지구,3011012100,대전광역시,동구,추동,O,X,36.379088,127.477833
288,183002415,8001593,12630,마산B지구,3011012100,대전광역시,동구,추동,X,X,36.379016,127.477924
289,183002114,8001805,12640,비룡교차로,3011012200,대전광역시,동구,비룡동,O,X,36.348557,127.473433
290,183002115,8001804,12650,비룡교차로,3011012200,대전광역시,동구,비룡동,X,X,36.34844,127.473447
291,183002169,8006000,12670,대전동신과학고,3011010800,대전광역시,동구,삼정동,O,X,36.332217,127.4769
292,183002167,8001545,12670,대전동신과학고,3011010800,대전광역시,동구,삼정동,O,X,36.331721,127.475845
293,183002170,8001546,12680,대전동신과학고,3011010800,대전광역시,동구,삼정동,O,X,36.332317,127.477365
294,183002171,8001810,12690,비룡동입구,3011010800,대전광역시,동구,삼정동,O,X,36.332767,127.477577
295,183002119,8001807,12700,비룡/새동네,3011012200,대전광역시,동구,비룡동,X,X,36.343849,127.477786
296,183002118,8001809,12710,비룡/줄골,3011012200,대전광역시,동구,비룡동,O,O,36.338375,127.477769
297,183002121,8001806,12720,비룡/새동네,3011012200,대전광역시,동구,비룡동,O,O,36.343889,127.477884
298,183002120,8001808,12730,비룡/줄골,3011012200,대전광역시,동구,비룡동,X,X,36.338416,127.47788
299,183002196,8001004,12740,가는골,3011012800,대전광역시,동구,세천동,O,X,36.33526,127.482878
300,183002195,8001003,12750,가는골,3011012800,대전광역시,동구,세천동,O,X,36.335037,127.482852
301,183002412,8002710,12760,추동,3011012100,대전광역시,동구,추동,X,X,36.364175,127.476415
302,183002413,8002709,12770,추동,3011012100,대전광역시,동구,추동,X,X,36.364152,127.476587
303,183002360,8001222,12780,금성마을,3011012300,대전광역시,동구,주산동,X,X,36.353743,127.477435
304,183002361,8001221,12790,금성마을,3011012300,대전광역시,동구,주산동,O,X,36.353685,127.477525
305,183002362,8002588,12800,주산동/상촌,3011012300,대전광역시,동구,주산동,O,X,36.356648,127.477977
306,183002363,8002587,12810,주산동/상촌,3011012300,대전광역시,동구,주산동,O,X,36.356553,127.478018
307,183002366,8002370,12820,원주산.양지말,3011012300,대전광역시,동구,주산동,O,X,36.360709,127.480277
308,183002367,8002369,12830,원주산.양지말,3011012300,대전광역시,동구,주산동,X,X,36.360799,127.480353
309,183002110,8001592,12840,마산/진등날,3011012500,대전광역시,동구,마산동,X,X,36.383435,127.479529
310,183002111,8001591,12850,마산/진등날,3011012500,대전광역시,동구,마산동,X,X,36.383477,127.479767
311,183002384,8001265,12860,냉천골종점,3011012700,대전광역시,동구,직동,X,X,36.415413,127.490816
312,183002112,8002360,12870,원마산,3011012500,대전광역시,동구,마산동,O,X,36.38655,127.480714
313,183002113,8002359,12880,원마산,3011012500,대전광역시,동구,마산동,X,X,36.386432,127.480825
314,183002466,8002684,12890,천개동종점,3011012600,대전광역시,동구,효평동,O,X,36.382066,127.458799
315,183002468,8003025,12900,효평동,3011012600,대전광역시,동구,효평동,O,X,36.398862,127.46813
316,183002467,8003024,12910,효평동,3011012600,대전광역시,동구,효평동,X,X,36.39875,127.468128
317,183002469,8003031,12920,효평초등학교,3011012600,대전광역시,동구,효평동,O,X,36.406375,127.473436
318,183002470,8003030,12930,효평초등학교,3011012600,대전광역시,동구,효평동,X,X,36.406448,127.473573
319,183002471,8003028,12940,효평삼거리,3011012600,대전광역시,동구,효평동,O,X,36.409278,127.473573
320,183002474,8003026,12950,효평삼거리,3011012600,대전광역시,동구,효평동,X,X,36.409628,127.473975
321,183002472,8003027,12950,효평삼거리,3011012600,대전광역시,동구,효평동,X,X,36.409338,127.473687
322,183002382,8002665,12960,직동종점,3011012700,대전광역시,동구,직동,O,X,36.417558,127.479058
323,183002478,8005883,12970,세천공원,3011010800,대전광역시,동구,삼정동,O,X,36.332356,127.480168
324,183002479,8005884,12980,세천공원,3011010800,대전광역시,동구,삼정동,X,X,36.332216,127.479868
325,183002197,8002027,12990,세천/새동네,3011012800,대전광역시,동구,세천동,O,X,36.336133,127.485608
326,183002198,8002028,13000,세천/새동네,3011012800,대전광역시,동구,세천동,O,X,36.336126,127.486187
327,183002201,8002030,13010,세천동,3011012800,대전광역시,동구,세천동,O,O,36.340478,127.49192
328,183002202,8002029,13020,세천동,3011012800,대전광역시,동구,세천동,O,O,36.340418,127.492128
329,183002204,8005560,13030,세정골,3011012800,대전광역시,동구,세천동,O,X,36.332264,127.492431
330,183002205,8002031,13040,세천치안센터,3011012800,대전광역시,동구,세천동,O,O,36.342897,127.492627
331,183002206,8001447,13050,대청동주민센터,3011012800,대전광역시,동구,세천동,O,O,36.34334,127.493047
332,183002230,8002232,13060,오리골,3011012900,대전광역시,동구,신상동,O,X,36.349284,127.487794
333,183002207,8003009,13070,세천삼거리,3011012800,대전광역시,동구,세천동,O,X,36.347693,127.495103
334,183002232,8003010,13080,세천삼거리,3011012900,대전광역시,동구,신상동,O,X,36.348003,127.495655
335,183002236,8002201,13090,신상동,3011012900,대전광역시,동구,신상동,X,X,36.343798,127.501343
336,183002234,8001674,13100,바깥아감,3011012900,대전광역시,동구,신상동,O,O,36.353896,127.498577
337,183002235,8001673,13110,바깥아감,3011012900,대전광역시,동구,신상동,O,O,36.35365,127.498795
338,183002245,8002266,13120,요골,3011013000,대전광역시,동구,신하동,O,O,36.356899,127.499397
339,183002246,8002265,13130,요골,3011013000,대전광역시,동구,신하동,X,X,36.356995,127.49961
340,183002247,8001799,13140,비금부락,3011013000,대전광역시,동구,신하동,O,X,36.362265,127.500648
341,183002248,8001798,13150,비금부락,3011013000,대전광역시,동구,신하동,X,X,36.362182,127.50078
342,183002249,8002122,13160,신절골,3011013000,대전광역시,동구,신하동,O,X,36.365867,127.503338
343,183002250,8002123,13170,신절골,3011013000,대전광역시,동구,신하동,X,X,36.365698,127.503365
344,183002251,8001175,13180,구절골,3011013000,대전광역시,동구,신하동,O,X,36.369148,127.507222
345,183002252,8001174,13190,구절골,3011013000,대전광역시,동구,신하동,X,X,36.369048,127.5073
346,183002241,8002125,13210,신촌동,3011013100,대전광역시,동구,신촌동,O,X,36.372464,127.509947
347,183002242,8002124,13220,신촌동,3011013100,대전광역시,동구,신촌동,X,X,36.372202,127.510098
348,183002122,8001614,13230,모래재,3011013200,대전광역시,동구,사성동,O,X,36.381361,127.515527
349,183002123,8001613,13240,모래재,3011013200,대전광역시,동구,사성동,X,X,36.381232,127.51561
350,183002124,8001822,13250,사성동,3011013200,대전광역시,동구,사성동,O,X,36.386626,127.518957
351,183002125,8001821,13260,사성동,3011013200,대전광역시,동구,사성동,X,X,36.386387,127.51916
352,183002068,8005133,13270,방아실입구.와정리,3011013300,대전광역시,동구,내탑동,X,X,36.390971,127.531032
353,183002069,8005132,13280,방아실입구.와정리,3011013300,대전광역시,동구,내탑동,O,X,36.390872,127.531195
354,183002262,8002806,13290,토망대,3011013400,대전광역시,동구,오동,X,X,36.417073,127.530162
355,183002263,8002807,13300,토망대.오동,3011013400,대전광역시,동구,오동,O,X,36.416921,127.530548
356,183002264,8002226,13310,오동,3011013400,대전광역시,동구,오동,O,X,36.416,127.533319
357,183002265,8002225,13320,오동,3011013400,대전광역시,동구,오동,X,X,36.416047,127.533934
358,183002372,8002593,13330,주촌2구,3011013500,대전광역시,동구,주촌동,O,X,36.415653,127.537337
359,183002373,8002592,13340,주촌2구,3011013500,대전광역시,동구,주촌동,X,X,36.415598,127.537613
360,183002368,8002595,13350,주촌동,3011013500,대전광역시,동구,주촌동,O,X,36.397037,127.53184
361,183002369,8002594,13360,주촌동,3011013500,대전광역시,동구,주촌동,X,X,36.396902,127.531895
362,183002370,8002591,13370,주촌1구,3011013500,대전광역시,동구,주촌동,O,X,36.398964,127.533928
363,183002371,8002590,13380,주촌1구,3011013500,대전광역시,동구,주촌동,X,X,36.398716,127.534136
364,183002060,8001833,13390,산내주공아파트,3011013600,대전광역시,동구,낭월동,O,O,36.28429,127.4661
365,183002061,8001832,13400,산내주공아파트,3011013600,대전광역시,동구,낭월동,X,O,36.2833,127.466416
366,183002062,8005876,13410,석천들마을아파트,3011013600,대전광역시,동구,낭월동,O,O,36.27638,127.467417
367,183002065,8005877,13420,석천들마을아파트,3011013600,대전광역시,동구,낭월동,X,X,36.276493,127.468169
368,183002063,8001254,13430,e편한세상아파트,3011013600,대전광역시,동구,낭월동,X,O,36.281145,127.467558
369,183002064,8001253,13440,e편한세상아파트,3011013600,대전광역시,동구,낭월동,O,O,36.280587,127.468061
370,183002066,8001834,13450,산내초등학교,3011013600,대전광역시,동구,낭월동,O,O,36.278748,127.468778
371,183002067,8001835,13460,산내초등학교,3011013600,대전광역시,동구,낭월동,O,O,36.278147,127.469262
372,183002082,8002164,13470,안대별,3011013700,대전광역시,동구,대별동,O,X,36.286953,127.455052
373,183002083,8002163,13480,안대별,3011013700,대전광역시,동구,대별동,X,X,36.287011,127.455054
374,183002088,8002809,13490,토토자연학습원,3011013700,대전광역시,동구,대별동,X,X,36.285056,127.45818
375,183002089,8002810,13500,토토자연학습원,3011013700,대전광역시,동구,대별동,X,X,36.285129,127.458369
376,183002090,8002473,13510,이사동입구,3011013700,대전광역시,동구,대별동,X,X,36.287626,127.459257
377,183002091,8002472,13520,이사동입구,3011013700,대전광역시,동구,대별동,X,X,36.287799,127.459324
378,183002092,8001609,13530,면허시험장,3011013700,대전광역시,동구,대별동,X,X,36.289669,127.461933
379,183002093,8001610,13540,면허시험장,3011013700,대전광역시,동구,대별동,O,X,36.289842,127.462088
380,183002331,8002470,13550,이사동,3011013800,대전광역시,동구,이사동,X,X,36.286067,127.446319
381,183002332,8002469,13560,이사동,3011013800,대전광역시,동구,이사동,X,X,36.286051,127.446434
382,183002096,8001467,13570,하늘채2차아파트,3011013900,대전광역시,동구,대성동,O,O,36.298444,127.458813
383,183002098,8001465,13590,은어송중학교입구,3011013900,대전광역시,동구,대성동,O,O,36.298847,127.458348
384,183002101,8001364,13600,대성삼거리,3011013900,대전광역시,동구,대성동,O,O,36.296296,127.459355
385,183002102,8001363,13610,대성삼거리,3011013900,대전광역시,동구,대성동,O,O,36.296058,127.459596
386,183002103,8001094,13620,고산사입구,3011013900,대전광역시,동구,대성동,O,O,36.296646,127.460002
387,183002104,8001095,13630,고산사입구,3011013900,대전광역시,동구,대성동,O,O,36.296903,127.460048
388,183002105,8001361,13650,대성동,3011013900,대전광역시,동구,대성동,O,O,36.294079,127.461739
389,183002106,8001362,13650,대성동,3011013900,대전광역시,동구,대성동,O,O,36.294103,127.461685
390,183002107,8002349,13660,운전면허시험장,3011013900,대전광역시,동구,대성동,O,O,36.291109,127.462699
391,183002108,8002350,13670,운전면허시험장,3011013900,대전광역시,동구,대성동,O,O,36.290543,127.46308
392,183002059,8001357,13680,오투그란데아파트,3011013600,대전광역시,동구,낭월동,O,O,36.287144,127.464775
